,city,bd,total_transactions,total_activity,time_on_platform_months,num_25,num_50,num_75,num_985,num_unq,total_secs,payment_method_id,payment_plan_days,is_auto_renew,is_cancel,gender_male,registered_via_13,registered_via_3,registered_via_4,registered_via_7,registered_via_9,is_churn
1616,0.21985172,-0.7486408,-0.32982343,-0.013392751,0.391308,2.296565,3.29923,1.9206775,0.9767197,0.4702622,-0.50299007,-0.23662654,-0.15999371,-2.2377,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1214,-1.6389552,-1.0368413,-0.32982343,1.0800797,-1.2144454,0.41220567,0.47214428,1.4511118,1.8128711,-0.43270314,0.06240044,-0.23662654,-0.15999371,-2.2377,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,1
2374,-1.1320078,-2.7660441,-0.32982343,0.6426907,-1.4090822,-0.2264604,-0.35955203,-0.35490966,-0.06752361,-0.29812658,-0.31322134,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,1.0,0.0,0.0,1
2073,0.7267991,-0.84470767,-0.32982343,1.0800797,-1.3360934,-0.5012781,-0.13049464,-0.15882733,-0.20372926,-0.823295,-0.5114456,0.22734557,-0.15999371,-2.2377,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,1
1418,0.38883418,-0.07617301,-0.32982343,-1.3255597,1.4131511,-0.54790884,-0.10390765,-0.01628064,-0.44350794,0.9926602,0.6324927,0.6913177,-0.15999371,0.44996032,8.910329,0.0,0.0,0.0,0.0,0.0,1.0,1
1384,0.38883418,0.5962948,-0.32982343,-1.5442542,-1.0198087,-0.76910585,-0.76858294,-0.8967162,-0.47424877,-0.3346839,1.5851994,-0.004640482,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
886,-0.2870956,-0.5565071,0.93772113,0.9707324,1.4618104,-0.76745665,-0.43853733,-0.58444345,0.57730055,-0.8549951,-0.73686385,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1330,0.38883418,-0.26830664,0.93772113,0.5333435,-0.36290953,0.14724752,-0.024146624,-0.25274047,-0.2775073,0.44531178,0.4093069,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
839,0.38883418,0.019893818,0.93772113,1.0800797,0.0020344474,-0.21910252,0.17082481,0.84738475,1.9358345,0.88313115,0.71962,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1238,-0.79404294,0.019893818,-0.32982343,0.9707324,0.29398963,-0.07974635,-0.07181988,0.0054049697,-0.10959859,0.20662406,-0.14302318,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2043,0.7267991,-0.17223984,-0.32982343,-1.2162124,-0.16827273,1.494676,3.6035037,1.8983171,1.083288,0.0019479013,-0.2545594,-0.23662654,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
587,-1.1320078,1.9412303,0.93772113,0.5333435,-0.4845575,-0.5529306,-0.49207807,-0.65522534,-0.21848486,-0.28715944,-0.35209632,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
63,0.38883418,0.11596064,0.93772113,-0.5601289,1.1941848,1.9378673,0.29489756,0.6461423,-0.08076581,1.3019407,0.34387788,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1990,0.38883418,-0.7486408,-0.32982343,-0.8881707,-0.995479,-0.5060607,-0.41408947,-0.56131214,-0.41276708,-0.6391376,-0.43162322,0.22734557,-0.15999371,-2.2377,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
2215,-0.45607805,1.9412303,-0.32982343,1.1894269,-0.31425032,1.5250175,0.123368405,0.62883115,1.0647774,-0.13107601,0.26819775,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2847,0.5578166,-0.36437348,-0.32982343,-1.2162124,-0.8008422,-0.5778003,-0.17776045,-0.22590813,-0.31029755,-0.324783,-0.3089844,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
1098,-0.11811316,-0.36437348,-0.32982343,-0.5601289,0.8049112,-0.185624,-0.48498818,-0.56131214,-0.22832192,-0.5752766,-0.2360959,-0.70059866,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2163,1.7406938,1.1726958,-0.32982343,0.75203794,0.026364045,-0.1686191,-0.35500723,-0.52404505,-0.1463463,-0.3907892,-0.47548434,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
1121,-1.1320078,0.40416113,-0.32982343,-1.2162124,0.22100082,-0.40243694,-0.11867822,-0.56131214,-0.22832192,-0.67626613,-0.31961253,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1307,0.5578166,2.229431,-0.32982343,-0.6694762,1.1941848,-0.66320455,-0.2748242,-0.24986559,-0.40398395,-0.6964216,-0.64725965,-0.70059866,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
677,-0.9630254,1.9412303,3.47281,0.75203794,0.5859448,0.42655364,0.31459168,0.33309853,-0.009720259,-0.314882,-0.45867765,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,1
1021,1.2337464,-1.1329081,0.93772113,0.5333435,-0.7765127,-0.43814728,-0.72604376,-0.5344798,-0.366041,-0.13745728,0.33734614,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
1320,-0.9630254,0.11596064,-0.32982343,0.86138517,-0.87383103,-0.7041986,-0.6546387,-0.7170355,-0.4566826,-0.040838286,-0.21591923,-0.23662654,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
2625,0.7267991,0.019893818,-0.32982343,0.9707324,-0.4845575,-0.75261396,-0.6585677,-0.6885344,-0.5929721,0.30955964,0.2195808,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
2628,0.21985172,2.133364,-0.32982343,0.9707324,1.899743,1.1818805,-0.053484038,-0.20277682,-0.2622429,0.8964462,0.27315903,-5.3403196,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
450,1.9096762,-0.26830664,-0.32982343,-1.9816431,0.3183192,-0.24301568,-0.50271285,-0.8967162,-0.35128537,-0.9732942,-0.85369384,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2019,1.9096762,1.4608961,-0.32982343,0.09595449,1.6807766,1.7315307,0.8772798,0.7323891,0.017604932,-0.046142343,-0.51603764,-0.9325847,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2685,1.9096762,-0.7486408,-0.32982343,1.1894269,-0.97114944,-0.020854456,-0.45983058,-0.052796423,-0.36318508,-0.5665574,-0.55438596,0.22734557,-0.15999371,-2.2377,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
1931,0.7267991,-0.26830664,-0.32982343,0.4239962,-0.5575463,0.17546509,-0.30331028,-0.18398267,-0.3205445,0.11271459,-0.082579374,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
442,0.7267991,-0.26830664,-0.32982343,-0.34143448,-1.1171271,-0.49621415,-0.4557946,-0.36401567,-0.45978248,-0.58278966,-0.5882533,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,0
1554,-0.9630254,-0.84470767,-0.32982343,1.1894269,-1.0684679,1.09458,3.6397152,4.621221,1.9929531,0.9741559,0.35334834,0.22734557,-0.15999371,-2.2377,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,0
163,-1.1320078,0.019893818,0.93772113,-0.8881707,0.7075928,-0.41040802,-0.059595946,-0.30975917,0.20205007,-0.30869398,-0.26714215,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1562,-1.6389552,-0.26830664,-0.32982343,1.1894269,0.07502324,-0.23375897,-0.39121896,-0.18263024,-0.22038881,-0.4386437,-0.14044155,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,1
1770,0.7267991,1.2687626,0.93772113,-1.2162124,-0.26559114,-0.11547869,0.23581527,-0.1141068,-0.5562244,-0.45349514,-0.57544273,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2508,-0.79404294,-0.84470767,-0.32982343,1.0800797,-0.26559114,-0.39606008,-0.36091545,-0.25944856,-0.22832192,-0.42230716,0.29366386,0.22734557,-0.15999371,-2.2377,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
1421,0.38883418,0.8844952,-0.32982343,-0.8881707,0.17234163,-0.51801735,-0.6356479,-0.47746116,-0.5972122,-1.025274,-0.7384984,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2141,0.7267991,0.500228,-0.32982343,0.9707324,-0.6305351,-0.31722903,-0.21850687,0.07479888,0.11936774,-0.008465173,0.04826919,-0.23662654,-0.15999371,-2.2377,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1760,0.38883418,0.11596064,0.93772113,-0.34143448,1.7537655,-0.63969326,-0.33067924,0.050306927,-0.41638362,-0.1922852,-0.25192678,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2337,1.9096762,-0.26830664,-0.32982343,-1.6536014,-0.26559114,-0.47258228,-0.66223496,-0.69547373,-0.2775073,-0.0643884,-0.21431977,0.22734557,-0.15999371,-2.2377,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1219,-0.11811316,0.7884284,-0.32982343,0.31464896,-1.0927974,-0.50502104,-0.42179585,-0.41548434,-0.30316925,-0.50063217,-0.3469349,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2629,-0.9630254,-0.7486408,-0.32982343,0.86138517,-0.5332167,-0.30450675,0.38985118,0.03762355,-0.37763467,-0.4704681,0.061262775,-1.3965569,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1071,0.21985172,-0.4604403,-0.32982343,0.5333435,-1.2874342,-0.4209298,-0.5133477,-0.49423137,-0.5135971,-0.66141474,-0.60248435,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2143,-1.1320078,-0.07617301,-0.32982343,0.86138517,-0.92249024,-0.45823437,-0.1608798,-0.17799327,-0.61477846,0.6943061,0.44892263,-0.23662654,-0.15999371,-2.2377,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
132,0.5578166,0.019893818,0.93772113,0.86138517,0.12368243,-0.4428616,-0.1418891,-0.034248702,-0.27223745,-0.33362308,-0.4073912,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1571,1.9096762,1.0766289,-0.32982343,-1.9816431,0.391308,-0.09953655,-0.23684272,-0.8967162,-0.7201757,-0.705969,-0.72117025,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2711,0.7267991,0.30809432,4.7403545,1.1894269,0.43996722,1.182519,-0.15107818,0.10949586,1.1837742,0.05720148,-0.21756162,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,1
1608,0.7267991,0.21202748,-0.32982343,-0.5601289,1.9240726,0.23524812,-0.27229208,0.10949586,0.55864406,-0.30201077,-0.4949113,-0.70059866,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2045,-1.1320078,-2.7660441,-0.32982343,0.9707324,-0.5575463,-0.2628059,-0.2551786,-0.029292017,-0.13503931,-0.6660238,-0.5947586,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
143,0.38883418,-0.84470767,-0.32982343,1.0800797,-0.7278535,-0.09475392,0.8089132,0.41135943,-0.15454388,0.08412565,-0.24715808,-0.23662654,-0.15999371,-2.2377,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
1162,-1.6389552,-2.7660441,-0.32982343,0.5333435,-1.0927974,-0.5299739,-0.5984261,-0.37348592,-0.18897362,-0.6881473,-0.6403008,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2155,0.8957815,-0.4604403,-0.32982343,-0.6694762,-0.6305351,-0.43773738,-0.2748242,-0.10612102,0.33379662,-0.5786712,-0.5703455,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2748,-1.1320078,0.30809432,-0.32982343,0.31464896,-1.1171271,-0.12448944,-0.0750087,-0.10924589,-0.27109185,0.44469193,0.211189,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
302,0.7267991,-0.07617301,0.93772113,0.4239962,-0.21693194,-0.33866844,-0.52486867,-0.26783365,-0.35128537,-0.34025314,-0.416715,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
2518,0.050869286,0.30809432,-0.32982343,0.9707324,0.07502324,-0.109431654,0.038195338,0.0054049697,1.1369963,-0.11600983,-0.27529392,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2463,0.38883418,-0.5565071,-0.32982343,-1.6536014,-0.21693194,-0.61606145,-0.55588686,-0.69547373,-0.7201757,-0.90200746,-0.80769026,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
380,-0.79404294,2.229431,0.93772113,-2.0909903,0.5859448,-0.6734531,-0.76858294,-0.8967162,-0.7201757,-0.7950774,-0.7134719,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2403,0.38883418,1.9412303,-0.32982343,0.20530173,0.9508888,-0.43214723,0.004857425,0.10949586,-0.4854273,-0.19967118,0.01427908,-0.004640482,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
801,-1.1320078,-1.1329081,-0.32982343,-0.23208724,-1.1657861,-0.25098675,-0.20730159,-0.33770946,-0.39227316,-0.6787414,-0.6815009,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
314,-0.11811316,0.6923616,0.93772113,0.75203794,1.6807766,-0.42900714,0.2555094,0.6685026,1.6297922,1.3385742,3.5074883,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2722,-0.9630254,0.500228,-0.32982343,-0.99751794,0.999548,0.89177376,0.72995776,-0.43934706,1.4260952,0.46864197,0.044128887,-0.70059866,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
359,-1.1320078,-0.65257394,-0.32982343,0.9707324,-0.89816064,0.1923693,1.3583782,-0.06398895,-0.23680218,0.63219357,0.29775286,-0.23662654,-0.15999371,-2.2377,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1536,1.9096762,5.976037,0.93772113,-0.12273999,0.3183192,-0.46201012,0.43482918,-0.102338225,0.017604932,-0.7176938,-0.7178225,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
254,-1.1320078,-0.4604403,-0.32982343,-0.5601289,-0.7521831,-0.41519064,-0.55588686,-0.8296354,-0.6709903,-0.18022935,-0.2554535,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
2858,0.38883418,-0.26830664,-0.32982343,-1.5442542,1.4374808,0.28307444,-0.59133625,-0.8967162,-0.7201757,-0.780226,-0.5551945,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
846,1.9096762,1.8451635,-0.32982343,0.4239962,0.4886264,-0.14736295,-0.1703752,-0.47746116,0.079086676,0.30206996,-0.0031118696,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
720,-0.45607805,0.019893818,0.93772113,-1.9816431,-0.89816064,0.043942574,0.29489756,1.1157079,0.7553855,-0.4609208,-0.63823634,-1.6285429,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1278,0.38883418,-0.36437348,-0.32982343,-0.5601289,-0.995479,-0.2717115,-0.44953883,-0.56131214,0.06679034,-0.5515144,-0.5992163,-4.4123755,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
919,0.050869286,0.6923616,2.2052655,-0.4507817,-0.84950143,-0.6465508,-0.7021154,-0.5822749,-0.6740644,-0.96215564,-0.5698641,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,1
2482,0.7267991,0.019893818,2.2052655,0.75203794,-0.31425032,-0.64156884,-0.7291948,-0.78491485,-0.66552526,-0.6795665,-0.55142486,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
612,-1.1320078,0.6923616,-0.32982343,-1.5442542,2.264687,-0.12344972,-0.23684272,-0.39361015,-0.22832192,-0.20102125,-0.2229673,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1017,-1.3009903,1.8451635,-0.32982343,0.86138517,0.43996722,0.33090085,0.27590683,-0.14205715,1.229673,-0.5563941,-0.659152,-1.3965569,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2696,0.7267991,-0.65257394,0.93772113,-0.8881707,-0.21693194,-0.6734531,-0.76858294,-0.8967162,-0.5972122,-0.8878987,-0.77268076,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
1637,0.38883418,0.019893818,-0.32982343,-0.5601289,0.6832632,-0.16649348,-0.059595946,-0.62839293,-0.32669267,-0.42379227,-0.5229495,-0.23662654,-0.15999371,-2.2377,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,1
1690,-1.1320078,-0.65257394,-0.32982343,0.6426907,-0.09528394,-0.16023928,0.21309136,0.18689685,0.5283761,0.65807515,0.35695386,-0.004640482,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1753,0.7267991,1.4608961,-0.32982343,-1.2162124,-0.36290953,-0.019825956,-0.059595946,-0.56131214,-0.47424877,-0.05250729,-0.040920738,-1.6285429,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
687,1.9096762,-0.26830664,-0.32982343,1.1894269,-0.070954345,0.6502575,-0.16823108,-0.21508865,-0.05379321,-0.046279248,-0.048319034,-0.004640482,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
7,-1.6389552,-0.36437348,-0.32982343,-0.12273999,-1.1171271,-0.7187623,-0.516706,-0.68488204,-0.6425145,-0.8325967,-0.71334517,-0.23662654,-0.15999371,-2.2377,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
583,0.050869286,1.3648294,-0.32982343,-0.34143448,1.9240726,-0.6565732,-0.6747465,-0.71914935,-0.6767768,-0.5277521,-0.121548034,-0.70059866,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1877,-0.9630254,0.40416113,0.93772113,-1.7629485,0.6832632,-0.6734531,-0.6356479,-0.8967162,-0.7201757,-1.0401255,-0.8732038,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
116,1.9096762,2.133364,-0.32982343,0.09595449,1.3401624,-0.7622735,-0.56601524,-0.7050567,-0.5093812,0.5436705,1.9409593,-0.004640482,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2859,-0.9630254,2.229431,-0.32982343,-0.34143448,0.29398963,-0.56373376,-0.5496311,-0.48239356,-0.3295859,-0.6876231,-0.40349504,-0.004640482,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1333,0.38883418,-0.4604403,-0.32982343,1.1894269,1.7537655,0.29387394,-0.42552477,-0.44229785,-0.05379321,0.65509015,0.27753395,-0.70059866,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2898,0.38883418,0.019893818,0.93772113,-0.77882344,1.0968664,-0.62930566,-0.6049706,-0.8967162,-0.5499186,-0.94930345,-0.79166776,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
978,-1.6389552,-2.7660441,-0.32982343,-0.5601289,-0.8008422,1.0961227,0.15310015,-0.22590813,0.11597567,-0.3049811,-0.507943,-0.23662654,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
1570,-1.1320078,-0.5565071,-0.32982343,-1.1068652,-1.0927974,0.13003004,-0.3963648,-0.09174653,-0.12995118,-0.5411184,-0.70205396,-0.9325847,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
960,0.7267991,0.019893818,-0.32982343,1.1894269,1.6077878,0.30775908,-0.04816068,-0.18263024,-0.26798755,-0.26330137,-0.46524104,-0.23662654,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1262,0.21985172,-0.65257394,0.93772113,0.9707324,-1.1657861,0.38037643,0.093202956,0.040101957,-0.033276472,-0.22662713,-0.5412076,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
871,0.7267991,-0.84470767,0.93772113,1.1894269,0.9752184,-0.6271695,-0.579901,-0.669507,-0.50598127,0.33171284,0.19790892,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
78,0.7267991,-0.36437348,-0.32982343,1.0800797,0.22100082,1.8852582,4.7969646,5.1740966,8.4774885,0.56234086,0.4123398,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1763,0.38883418,-0.65257394,-0.32982343,-0.6694762,-1.2874342,-0.43773738,-0.04693551,-0.609227,-0.19318952,0.032357886,-0.063310154,-1.6285429,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
2813,0.5578166,1.3648294,0.93772113,-0.5601289,1.5591286,-0.38649482,0.046752073,-0.024665732,-0.031580437,-0.3257731,-0.23618725,-0.70059866,3.9809463,-0.8938698,4.37861,1.0,0.0,0.0,0.0,0.0,1.0,1
1388,0.38883418,0.7884284,-0.32982343,-0.013392751,-1.0927974,-0.60888743,-0.3697778,-0.69547373,-0.6463976,0.4858561,0.42465168,0.22734557,3.436086,-2.2377,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,1
1140,1.9096762,-0.84470767,-0.32982343,0.6426907,-0.97114944,0.3474562,-0.052778777,-0.27750874,-0.15265211,-0.6716965,-0.82049924,-1.6285429,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
323,1.7406938,-0.84470767,-0.32982343,1.1894269,-0.6791943,0.94184417,1.2554606,2.478963,2.2785454,0.2138598,0.796034,0.22734557,-0.15999371,-2.2377,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
1682,0.7267991,-0.4604403,-0.32982343,0.6426907,-0.28992072,0.7503013,0.8061864,0.3416987,-0.23778068,-0.06678748,-0.44677553,-0.004640482,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
1463,0.38883418,-0.26830664,-0.32982343,-0.99751794,0.4156376,-0.6473659,-0.67190295,-0.43934706,-0.51896274,-0.65736437,-0.5104314,-0.23662654,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
548,0.38883418,-2.7660441,-0.32982343,0.86138517,-1.0441382,-0.46335864,-0.065926224,-0.14205715,-0.4303333,-0.6948304,-0.52322143,-0.23662654,-0.15999371,-2.2377,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
924,1.2337464,2.3254976,-0.32982343,0.86138517,2.0700502,0.5409953,3.1055245,1.7266225,0.9134813,0.32196033,0.03782268,-0.70059866,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
173,1.9096762,-0.84470767,-0.32982343,1.0800797,-1.1901158,0.053507842,0.046752073,0.31073833,0.6570148,-0.18914014,-0.36303994,-0.23662654,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,0
547,-0.9630254,0.30809432,0.93772113,1.1894269,-1.0441382,2.2933252,1.7357421,2.478963,1.7549592,1.6841488,1.5604521,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,1.0,0.0,0.0,0
735,-1.6389552,-0.7486408,-0.32982343,-0.8881707,-1.0684679,-0.03975361,-0.6356479,-0.30975917,-0.5972122,-0.037655856,-0.18323736,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
1582,-0.9630254,1.9412303,-0.32982343,-1.1068652,-1.2874342,1.2061236,1.1988561,0.9144655,-0.2775073,-0.38963407,-0.7420599,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2164,1.064764,-0.17223984,0.93772113,0.86138517,1.6321174,1.0739177,0.067008846,0.32511276,0.070303515,1.6076673,1.5700874,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
436,-0.2870956,0.500228,-0.32982343,-0.12273999,-0.92249024,-0.62059236,-0.7126103,-0.578965,-0.44836175,-0.98032904,-0.75071347,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2679,-0.9630254,0.40416113,-0.32982343,-0.013392751,0.0020344474,0.20176962,0.08220146,0.008874638,-0.12995118,0.34328258,-0.11504194,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
2462,1.9096762,0.21202748,-0.32982343,-1.2162124,0.9752184,-0.48214757,0.6493911,1.1157079,0.09958059,-0.3940895,-0.4670565,-0.70059866,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2530,-1.6389552,-2.7660441,-0.32982343,0.5333435,-1.3117638,-0.5816264,-0.25811234,-0.25274047,-0.041417502,-0.52240556,-0.5051055,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
1689,-0.9630254,1.4608961,-0.32982343,-0.99751794,-0.97114944,0.30481374,1.3583782,0.6583388,0.017604932,-0.63306206,-0.82485133,-0.23662654,-0.15999371,-2.2377,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
