,msno,city,bd,gender,registered_via,total_transactions,total_activity,time_on_platform_months,is_churn,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,is_cancel,discount,is_discount,amt_per_day,membership_duration
1248,tZw/AGajPQHGk3UFupG/G5Yc28v6dHscib+vUVaaFU8=,4,28,male,3,1.0,31.0,50,0,3.6774193548387095,0.8064516129032258,0.5483870967741935,0.5161290322580645,29.0,26.967741935483872,7341.483741935483,36.0,30.0,180.0,180.0,0.0,0.0,0.0,0.0,6.0,30.0
1249,efz3Cdj+q8HnYrVxU9RYFFXaJyIhzntYCBp2a5VJAjU=,15,24,female,9,2.0,23.0,121,0,9.521739130434783,0.6086956521739131,0.8260869565217391,0.6521739130434783,11.521739130434783,21.608695652173914,3268.795782608696,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,46.5
1250,Fefh89WD7KHvYFb0ymYHautDplH42mY0cW2eqS41VUk=,5,24,female,9,1.0,31.0,102,0,14.548387096774194,2.6129032258064515,1.6774193548387097,2.3225806451612905,25.483870967741936,35.38709677419355,7735.766612903227,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1251,u5GsSmtSwXCzn+GSIwaH90ucG/L6RmegqCJ5wlsvhFk=,5,95,female,7,1.0,18.0,37,0,2.9444444444444446,0.6111111111111112,0.4444444444444444,0.16666666666666666,17.055555555555557,13.722222222222221,4436.040222222222,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
1252,IxlomupX+UvmdgaXwjcF3BA+F71QMoXtvk0GszbQe8s=,4,34,female,9,1.0,1.0,65,0,0.0,0.0,0.0,0.0,7.0,5.0,1728.802,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1253,KCZPPAoHRekxlvYDK9LKObCmUsaUHSV50+UPjGM1NZ0=,13,28,male,3,1.0,2.0,45,0,13.0,9.5,4.5,4.5,2.0,30.0,2999.64,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1254,kSD+Rl+lCWBCZiudVeFYU9GWRQEw3haR2Wc1qopslqE=,13,28,male,3,1.0,21.0,53,0,2.1904761904761907,0.9523809523809523,1.5238095238095237,1.0,26.238095238095237,18.095238095238095,7333.807238095238,16.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1255,OngYIeGeNMCa+84TFU+2YH14bpbaBZ1KWc0+mpZapxw=,5,47,female,9,1.0,28.0,121,0,1.3214285714285714,0.9642857142857143,0.8571428571428571,0.7857142857142857,13.25,10.071428571428571,3685.192107142858,34.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1256,XewzyHgMYlxoSog1x9ee1qbNgelRBHM54o+v5h0mG0o=,15,35,male,7,1.0,26.0,19,0,1.8461538461538463,1.0384615384615385,0.7692307692307693,0.5,21.03846153846154,22.576923076923077,5788.981307692307,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
1257,8muy+1zWWZDP5+37ahiLjjQyYu3+HwfX4AzsvwNfEn4=,5,21,male,3,1.0,25.0,33,0,1.16,0.72,0.32,0.52,8.48,10.12,2330.7182799999996,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
1258,P8aEh8kx3l0XNKGMe+LvQGF30VGa9qciJY4jdtzOEqA=,12,25,female,7,1.0,6.0,4,0,2.1666666666666665,1.5,0.0,0.5,19.833333333333332,18.166666666666668,5170.425666666666,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
1259,VXCmS1VLVVhiZLLe9+QCFGIxZYNyikX2r7ZC0yS70tM=,18,19,male,7,1.0,22.0,5,0,9.454545454545455,2.0454545454545454,1.1363636363636365,1.3181818181818181,23.636363636363637,28.681818181818183,6968.824909090909,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
1260,QZf5D8ukOV01XHkgO+C5EOkUJsPPwb06UpNKExBsTag=,5,49,female,9,1.0,24.0,118,0,4.833333333333333,2.3333333333333335,1.4583333333333333,1.375,34.375,11.375,8376.384999999998,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
1261,ac8Gy//HtL3vhx77ujz3ixAehDTaEOdAoMogH8Z9iS0=,5,64,male,7,1.0,2.0,12,1,0.5,0.0,0.0,0.5,1.5,2.5,435.6155,41.0,30.0,99.0,99.0,1.0,1.0,0.0,0.0,3.3,0.0
1262,qB10q+fm9xOt7X5zODHHjyPjMwQlrDB0nQsiqxC+ah0=,1,28,female,4,1.0,9.0,18,0,15.555555555555555,2.3333333333333335,1.3333333333333333,1.3333333333333333,9.444444444444445,28.666666666666668,3148.494111111111,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
1263,DwsvgBl8JUrXiHho2CT7e/c5sw+SpwOVV50AuleKMxc=,13,22,male,7,1.0,8.0,44,0,2.375,0.75,0.125,0.5,10.75,13.625,2851.2598749999997,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
1264,FcJiQl2thss8RVLtY/ZnaSJFCA77vJ0N5zAHAur3rak=,21,27,male,9,1.0,28.0,34,0,1.8214285714285714,0.39285714285714285,0.25,0.25,10.607142857142858,12.892857142857142,2882.1865714285714,36.0,30.0,180.0,180.0,0.0,0.0,0.0,0.0,6.0,30.0
1265,cnpZ83ZfsgETYOfOE3yEVSxaRKrnwKqSsXLaVtFYsJI=,22,34,female,9,1.0,21.0,111,0,6.238095238095238,1.3333333333333333,1.2380952380952381,1.0476190476190477,19.0,21.38095238095238,5379.362476190476,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1266,JXCm0A8p8Jh1NWpuV4hXtYK/9irgGOAVX7vJ5j8GD/A=,18,34,male,9,1.0,19.0,146,1,1.736842105263158,0.47368421052631576,0.2631578947368421,0.2631578947368421,16.894736842105264,16.68421052631579,4064.4807894736846,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,32.0
1267,VqcU5ocur4jjTLvML+8EmihVLvib099rqKHmXE3PFMQ=,11,32,male,9,3.0,3.0,75,1,3.3333333333333335,3.3333333333333335,1.3333333333333333,1.6666666666666667,13.666666666666666,21.0,4280.7300000000005,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,61.666666666666664
1268,dH5srxBoKkPM94Y9cPCCtnbqh9Gl9/h+vQZHyiG9y+w=,13,17,female,3,1.0,31.0,22,0,6.612903225806452,4.483870967741935,3.6774193548387095,5.387096774193548,29.806451612903224,30.516129032258064,8533.250129032258,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1269,IjvTHU1tPbMZ/9G5JxgBVWKCbHxtoWHj1H+oU6kogf4=,22,22,female,9,1.0,18.0,7,0,1.3333333333333333,0.3888888888888889,0.16666666666666666,0.4444444444444444,8.944444444444445,8.222222222222221,2127.893722222222,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
1270,Db5b/DbcPGTpepugBzaAKqNKT4UK9PNkkaRweAPwxZk=,18,30,male,9,2.0,20.0,65,0,5.05,0.4,0.3,0.45,10.1,15.45,2768.0812,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,41.5
1271,0npJh7GhiAybmHvYLkHMWGIenS5ldcJlOBqRwYeQ7Ss=,4,22,male,7,10.0,8.0,53,0,12.75,0.625,0.25,0.625,6.375,19.75,1784.2448749999996,41.0,30.0,147.0,147.0,1.0,0.0,0.0,0.0,4.9,610.3
1272,20U1lHH2BpOcrmkopRdhD3HdWjH19F0m3o3FEPK/odQ=,22,52,female,9,1.0,11.0,80,0,2.6363636363636362,0.5454545454545454,0.2727272727272727,0.36363636363636365,5.454545454545454,4.363636363636363,1630.8765454545455,33.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1273,FDYO9q/NYOvyQZT1SkgGgXt4N8DnbC/7W7BAnu/lEWM=,11,58,female,9,1.0,7.0,55,0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,11.428571428571429,12.0,2771.6255714285717,31.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1274,WJyaoOPv1+FEdl4af6p7j4cnS929qfu3Gt2zELW+5cg=,13,27,female,7,1.0,29.0,61,0,9.068965517241379,0.2413793103448276,0.27586206896551724,0.2413793103448276,12.931034482758621,22.24137931034483,3156.678275862069,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,32.0
1275,2ctdG42kxgiarMpy+NMmws3am+gdo4S+Sh0FSD1exSo=,18,22,male,7,1.0,22.0,45,0,1.4090909090909092,0.18181818181818182,0.22727272727272727,0.2727272727272727,8.227272727272727,10.0,2106.036136363637,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,32.0
1276,zn6QX8NLQhjw9NzDkM8lr/TL+aK9EVtPIFoxVxrlHI4=,22,29,male,7,1.0,6.0,28,0,1.8333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,16.166666666666668,17.5,4235.226333333333,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
1277,5HkETpKNllrFh7P+yctUmmOaKbI2XFd3wHiodPlD+Qs=,13,46,female,4,1.0,24.0,4,0,5.333333333333333,1.375,0.9583333333333334,2.4166666666666665,29.625,34.166666666666664,7788.708374999999,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,32.0
1278,EgWWCCQBFYrWyJt2cXNLi1DiqITfO/emSksCUgeuWfg=,18,20,female,7,1.0,26.0,14,0,4.038461538461538,1.7692307692307692,0.8461538461538461,0.5384615384615384,18.423076923076923,21.307692307692307,5074.397000000001,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
1279,CLK6SbBG1iHSjnJwYtcEhbLg4l/Q6p6wXYPGF7N1eRE=,7,25,female,4,1.0,24.0,7,0,7.083333333333333,1.25,0.9166666666666666,0.625,28.791666666666668,27.166666666666668,7108.703624999999,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1280,c8bHOJHMBLveRU+tDki0sGNTbfvdSExZlVV7EwGkJzw=,15,16,male,3,1.0,31.0,35,1,17.06451612903226,4.612903225806452,1.7419354838709677,2.5161290322580645,15.0,32.16129032258065,5041.337967741936,38.0,90.0,447.0,447.0,0.0,0.0,0.0,0.0,4.966666666666667,92.0
1281,gEqU31YZ0Ht9kd5J/SMugy9Xh9xfzg4J+0CnpfH1idQ=,13,20,male,9,1.0,28.0,79,0,2.5,0.8928571428571429,0.75,0.8214285714285714,7.678571428571429,7.607142857142857,2460.3608571428567,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,32.0
1282,ZTqPfojeHHpy1QKnSSdOEKnZBZwpnk8VaRWNe9lRPTw=,13,22,male,9,1.0,29.0,60,0,5.068965517241379,0.5862068965517241,0.27586206896551724,0.13793103448275862,18.551724137931036,24.137931034482758,4846.462896551724,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,31.0
1283,/x/z5Om9+4N/HNpwV0WdX+DcdCPOAj55d5Hf2rx3ppU=,5,26,male,9,2.0,31.0,97,0,1.903225806451613,0.8387096774193549,0.45161290322580644,0.8064516129032258,126.2258064516129,80.7741935483871,33443.03187096774,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,32.5
1284,X05ZgExDWqI/bNP995Wa9SbB+E2PJsYY+t+7dCILf0M=,5,17,female,9,1.0,25.0,53,0,2.96,0.72,0.24,0.24,11.52,13.44,2950.2089599999995,38.0,30.0,149.0,149.0,0.0,0.0,0.0,0.0,4.966666666666667,30.0
1285,aDvfnUv3loD7TWFV1mrw3o+RkgklfnlWhJ9ZFDIKQXc=,22,35,female,7,1.0,17.0,26,0,1.6470588235294117,0.47058823529411764,0.4117647058823529,0.29411764705882354,28.235294117647058,26.294117647058822,7098.948117647059,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
1286,Bry6sX5gh73URT0sjPID8nJdTERAXYas36KcG3vi+y8=,12,26,male,9,1.0,16.0,78,0,0.3125,0.25,0.4375,1.625,40.875,41.5625,10435.578562500003,34.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1287,wocxO7hhmMqfG1Mz1az6tscalDB9cfky4B+loYCR3Fo=,19,44,female,9,1.0,29.0,150,0,1.7241379310344827,0.9655172413793104,0.5172413793103449,0.3103448275862069,26.448275862068964,27.344827586206897,6708.712724137931,34.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1288,YWuABep+49w7COIQRbEGsFA7JLXZyRBA2yd/faGnuUo=,5,40,female,3,1.0,20.0,55,0,25.55,3.5,1.7,1.25,31.6,49.85,8371.163,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
1289,x4XpjjKJOWIQNMIxRARPN21eQF4SAwGHsiXMfhJfsic=,13,28,female,9,1.0,9.0,110,0,3.5555555555555554,1.1111111111111112,0.3333333333333333,0.7777777777777778,11.0,15.777777777777779,2843.392888888889,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
1290,joxtvmr0PaFezsSA258NB0ejqcS+a4zrrV8mRi1Cp8w=,13,22,male,7,1.0,28.0,18,0,1.6785714285714286,1.1071428571428572,0.75,1.0,147.28571428571428,128.5,37163.171714285716,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
1291,BP8fwfxLTUhzM+3nNH67PD1SOcjF3mV4K7PYHPGME7A=,5,27,female,3,1.0,16.0,51,0,0.0625,0.0625,0.0,0.0,61.3125,54.1875,15469.872437499998,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,32.0
1292,2NHUMqxwlIzYSktFo/aLG133tBiAf1/J538dOkJ38R8=,14,31,male,9,2.0,15.0,130,0,4.066666666666666,0.6666666666666666,0.3333333333333333,1.0666666666666667,30.733333333333334,31.533333333333335,8031.143533333334,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,39.5
1293,eC2XAicc6NXf/hlTUaYGDHRY0/9I11tDCfVI13s0J5M=,15,29,male,7,1.0,24.0,61,0,3.0,1.0416666666666667,0.3333333333333333,0.08333333333333333,19.041666666666668,19.958333333333332,4698.380666666667,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,32.0
1294,BFzLFddZC5bCIRBb3TGVRdhU2QgVhtyyvpHVCWDJJeo=,1,0,female,4,1.0,26.0,13,0,3.3461538461538463,6.3076923076923075,1.1923076923076923,1.0,8.307692307692308,15.961538461538462,2914.6113076923075,38.0,30.0,149.0,149.0,0.0,0.0,0.0,0.0,4.966666666666667,30.0
1295,zL+bWmdmle2PmSqYHnfiJsA7dkqh8x2Ta24eyL5d4hY=,11,20,female,3,6.0,10.0,26,0,6.8,4.5,1.7,4.0,2.9,18.0,2423.8271999999997,30.166666666666668,30.0,180.0,60.0,1.0,0.16666666666666666,120.0,0.6666666666666666,2.0,6.166666666666667
1296,0qjg5jzzgqEDODphpaMiZhL//Ay7JSs6dxgYfvRFXW4=,11,27,female,7,1.0,13.0,28,0,5.0,1.2307692307692308,0.9230769230769231,0.9230769230769231,12.0,18.307692307692307,3527.2741538461537,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
1297,DsHG8ABJP4Aw7ICMpNEoIY8EMaskrt/gd49JMOc2YjI=,13,27,male,9,2.0,11.0,103,0,5.090909090909091,1.1818181818181819,0.6363636363636364,0.6363636363636364,30.181818181818183,36.27272727272727,8237.089363636363,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,39.5
1298,q5aMqtbDfFOdlt+CgnJSEy9dGDbOe9ozqOO5QAw2OfM=,10,26,male,9,1.0,22.0,95,0,2.5454545454545454,1.4090909090909092,0.9090909090909091,2.5,40.40909090909091,46.72727272727273,9845.457636363639,33.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1299,FSlT4sP1f4vFFpGfj9tfM+/PrgO5lDRlP4D7We+KdVE=,4,35,male,3,2.0,27.0,43,0,6.592592592592593,3.074074074074074,1.1851851851851851,0.7777777777777778,34.81481481481482,42.333333333333336,9347.299629629631,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,46.5
1300,xhp6DvXZJD3xZJtcfsDUPewdG4Q2uS+gbUuM/3fV/D4=,13,29,male,9,1.0,19.0,81,0,1.4736842105263157,0.5789473684210527,0.42105263157894735,0.7894736842105263,38.78947368421053,26.68421052631579,9863.051157894739,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,34.0
1301,EImWq1tvIR86tjweN9Uc/nXA20ezzRIHucPzrVDah+w=,14,34,male,9,1.0,11.0,77,0,6.909090909090909,2.8181818181818183,1.1818181818181819,0.6363636363636364,10.454545454545455,20.09090909090909,3357.088181818181,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
1302,J5iqnCcyy4t42yYB09PIL46CXRX6J3LiRc2WO6aKV/E=,14,24,female,9,2.0,28.0,121,0,15.571428571428571,4.428571428571429,3.0357142857142856,2.9285714285714284,28.857142857142858,39.964285714285715,7736.830285714285,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,50.5
1303,jZ/4irxPB9lpmvxK862HpS8TGkAJzsOGDahUpL5TdJc=,5,51,female,9,1.0,15.0,133,1,1.2,0.3333333333333333,0.2,0.2,11.0,12.133333333333333,2870.6414666666665,34.0,30.0,149.0,149.0,1.0,1.0,0.0,0.0,4.966666666666667,-1.0
1304,QOrysQ9nlywkSDkKrX3vwoBTHPrJ5bsVUK9Fu8pBK9k=,6,18,female,9,1.0,30.0,26,0,3.8333333333333335,1.3333333333333333,1.2666666666666666,1.3,41.53333333333333,33.4,11405.591366666664,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1305,HxF3/3NaFV5MTsa4AroiVTF59aOBqYQDA8uDkA1XUAs=,11,34,male,7,1.0,31.0,50,0,2.806451612903226,1.5806451612903225,1.4193548387096775,1.6129032258064515,32.87096774193548,15.67741935483871,8677.871548387096,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
1306,UtKGKO3ZcTYUnTzbeO4X8NmjEPgBl7e9yMklPmf9tYs=,14,29,female,9,2.0,29.0,103,1,8.10344827586207,2.0689655172413794,1.5172413793103448,1.206896551724138,26.517241379310345,30.551724137931036,6848.932275862067,39.0,30.0,149.0,149.0,1.0,0.5,0.0,0.0,4.966666666666667,28.5
1307,27DHvtS1LZHqNeiCTEAhWO33dumAFAKUv2NUS/KiRpY=,13,0,male,9,1.0,8.0,11,0,3.25,1.0,1.125,0.5,26.625,14.25,7856.065750000001,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1308,i7PvMWd1s58Rd0G6AqsaV9RUX84pqGJmHidz6rQqAZs=,5,22,male,4,1.0,27.0,14,0,23.962962962962962,2.037037037037037,0.9629629629629629,1.2592592592592593,23.59259259259259,43.44444444444444,6394.047777777777,29.0,30.0,180.0,180.0,0.0,0.0,0.0,0.0,6.0,30.0
1309,Fb6MI194E221K9DZooxqpz275nx9Y7amBx4LWz+oGjI=,6,28,male,7,1.0,15.0,15,0,5.066666666666666,1.2666666666666666,0.4666666666666667,0.8,20.666666666666668,21.8,5621.701866666667,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
1310,Hq33rOQmXyR81zrbOxkEbOcgaE44dwRSBL8XopJqQw8=,13,32,male,3,1.0,19.0,57,1,5.052631578947368,0.3157894736842105,0.42105263157894735,0.15789473684210525,12.210526315789474,16.42105263157895,3222.486,32.0,410.0,1788.0,1788.0,0.0,0.0,0.0,0.0,4.360975609756098,410.0
1311,EOetTD0ItaIbEkkz+XwLfFisjZb7qLUHNHMk2IE0VsA=,13,33,male,9,2.0,13.0,158,0,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.0,18.153846153846153,18.615384615384617,4256.077076923077,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,47.5
1312,CiZL9mGDYSNTWwQ0L/F6QKyVpDRqY1/uxz3tCtQBhuw=,13,25,male,9,1.0,28.0,66,0,2.107142857142857,0.6428571428571429,0.17857142857142858,0.2857142857142857,45.82142857142857,33.32142857142857,10952.810142857143,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,35.0
1313,YbRA/CMhMV2yGVlfPAFtyzUupAoLd3kKe2CYSVgrdY8=,1,0,female,7,1.0,29.0,42,0,4.0344827586206895,0.7931034482758621,0.5862068965517241,0.9655172413793104,17.310344827586206,21.06896551724138,4538.2729655172425,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
1314,x/klfEw0NTCWoG/4OAPFqYex3QW2RtJcbnloJSEPVzk=,5,22,female,7,1.0,5.0,5,0,4.6,4.2,1.0,0.2,7.8,15.4,2645.3196,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
1315,UecEdcS2q1NF2DdxmgUjmcqImcbvYmNoM4SgNl2Yvb4=,4,35,female,3,1.0,4.0,36,0,2.0,1.0,0.25,0.25,18.25,9.25,5161.65725,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1316,1iElyiK9GcgrT+M2+uxWGAD72vLCy1RyOoa4xVHHEMY=,14,27,male,9,1.0,16.0,108,0,2.0625,0.8125,0.4375,0.3125,5.25,7.5625,1467.5678125000002,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
1317,ZI2gzWxRzwGLALehg4J9koKtp9czzKz/g/H0zjkJnSI=,15,34,female,3,1.0,12.0,52,0,4.666666666666667,0.9166666666666666,0.5833333333333334,0.6666666666666666,9.416666666666666,10.25,2717.9196666666667,31.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1318,DQPVpj7eQWfAgNBLieEv9ixHU6kjwzGIYz4ZV9nKxfM=,4,30,female,9,2.0,17.0,50,1,2.5294117647058822,2.176470588235294,0.7647058823529411,0.6470588235294118,21.941176470588236,26.58823529411765,6021.990176470588,36.0,220.0,968.5,968.5,0.5,0.5,0.0,0.0,4.663821138211382,204.5
1319,T1IOpfawoWeIDRtGnuERBLxPgkU3oGDRyDy7KYq+6SA=,22,43,female,9,1.0,19.0,80,0,6.105263157894737,1.5789473684210527,0.7894736842105263,0.10526315789473684,13.526315789473685,19.210526315789473,3681.0018947368426,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,32.0
1320,OdyKoA/v0LnDor4zFA+YHBN8y5w5olvEQLFjKeeDFEw=,15,22,male,3,2.0,30.0,45,0,1.6333333333333333,0.6333333333333333,0.3,0.5333333333333333,26.933333333333334,27.633333333333333,6091.402799999999,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,52.5
1321,klknsGqetVjIJnZVJd7+SMIZ1ctez9iGIdEjnWnCJkg=,5,29,female,3,1.0,31.0,20,0,7.838709677419355,2.161290322580645,1.1612903225806452,1.6774193548387097,86.41935483870968,78.3225806451613,22804.278258064514,38.0,30.0,149.0,149.0,0.0,0.0,0.0,0.0,4.966666666666667,30.0
1322,YSvRltYuJVfKVEJQqAQTX1GZ9f0CDHRK5CApFDFlYTU=,5,31,male,9,1.0,7.0,115,0,7.0,2.4285714285714284,0.7142857142857143,0.7142857142857143,4.0,10.428571428571429,1550.7975714285715,34.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
1323,HAni8u9gvh6bwaV73zDh+GM8/816TXef7kvObriRkz8=,22,33,female,7,1.0,13.0,63,0,1.9230769230769231,1.0,0.23076923076923078,0.5384615384615384,10.076923076923077,12.384615384615385,2369.6441538461536,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
1324,LiSb+tXOyunWavabwt5gYDSDKsfJ6cAm1TIswX7ZqHs=,1,17,male,3,1.0,30.0,27,0,8.3,1.4666666666666666,1.4,2.0,23.566666666666666,31.766666666666666,6938.0754,29.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,31.0
1325,Z4RwBMpRcsZdKLEO5TKicUauVE/Hi4SMagh4E/6/w+A=,5,31,female,7,1.0,17.0,61,0,27.823529411764707,1.8823529411764706,1.1176470588235294,0.8235294117647058,22.58823529411765,50.23529411764706,5828.187352941177,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
1326,na33dHY808yYU9bE0gcYCJIBauKW5LieGDcYPbUHqPo=,3,24,male,9,2.0,15.0,106,0,4.4,1.7333333333333334,1.2,1.0666666666666667,23.266666666666666,28.0,6376.660199999999,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,39.5
1327,pm88L1mZg3xrCpO1jNcVIFjP//nGc03MJpLRruSlKpY=,13,28,male,9,2.0,31.0,103,0,3.5483870967741935,2.096774193548387,1.7096774193548387,1.3870967741935485,50.54838709677419,40.806451612903224,13013.72329032258,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,37.5
1328,ayGjqSCF935RgA3EBvbBGvDXJf+i2egDGbxbi2ND0gc=,5,28,male,3,1.0,31.0,56,0,11.838709677419354,7.032258064516129,5.129032258064516,8.0,44.774193548387096,42.61290322580645,15269.77380645161,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
1329,GXOI1ycP4gPMhzmVhebF2NJTnBZW6p3r5ARf3eKxfWQ=,15,30,female,4,2.0,7.0,6,0,17.0,5.714285714285714,2.0,1.7142857142857142,49.57142857142857,59.857142857142854,14282.733999999999,33.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,18.5
1330,tgeVXNzrwMoHcghdA0cptQbcD9KL8kWorEPfknJPsEA=,13,28,male,9,2.0,31.0,49,0,6.838709677419355,1.5806451612903225,0.8064516129032258,1.0,14.0,16.580645161290324,3957.6244838709677,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,52.5
1331,m6CiYJirKmXyLSgcWUAjDOCG9BR10jWr15CmB7v3d28=,21,20,male,9,1.0,30.0,25,0,8.966666666666667,3.2666666666666666,2.466666666666667,2.433333333333333,14.266666666666667,23.6,4642.870999999999,29.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,31.0
1332,/U7KLNm5wopbnR3ZqY2ZndbcWFRBBzXpg24oEXHP7YY=,5,37,female,7,1.0,21.0,65,0,1.7142857142857142,0.8095238095238095,0.47619047619047616,0.19047619047619047,28.761904761904763,24.666666666666668,7555.998619047618,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
1333,xmXewMhb8kmCBh1ECs+QIoTjmHgFdkNM5npIsuat7IA=,5,30,male,9,1.0,12.0,62,0,1.4166666666666667,0.3333333333333333,0.3333333333333333,0.16666666666666666,33.25,26.166666666666668,8818.192916666667,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
